VAR,Variable,Country,Year,Value
CANCBREC,Malignant neoplasms of female breast,Austria,2012-01-01,68.0
CANCCEIX,Malignant neoplasms of cervix,Austria,2000-01-01,11.9
CANCCEIX,Malignant neoplasms of cervix,Austria,2002-01-01,10.9
CANCCEIX,Malignant neoplasms of cervix,Austria,2008-01-01,7.8
CANCCEIX,Malignant neoplasms of cervix,Austria,2012-01-01,5.8
CANCTOCA,Malignant neoplasms,Belgium,2000-01-01,234.6
CANCTOCA,Malignant neoplasms,Belgium,2002-01-01,245.0
CANCTOCA,Malignant neoplasms,Belgium,2008-01-01,276.2
CANCTOCA,Malignant neoplasms,Belgium,2012-01-01,288.9
CANCCOLC,Malignant neoplasms of colon,Belgium,2000-01-01,28.0
CANCCOLC,Malignant neoplasms of colon,Belgium,2002-01-01,26.8
CANCCOLC,Malignant neoplasms of colon,Belgium,2008-01-01,28.6
CANCCOLC,Malignant neoplasms of colon,Belgium,2012-01-01,29.5
CANCLUNC,Malignant neoplasms of lung,Belgium,2000-01-01,11.2
CANCLUNC,Malignant neoplasms of lung,Belgium,2002-01-01,12.2
CANCLUNC,Malignant neoplasms of lung,Belgium,2008-01-01,16.2
CANCLUNC,Malignant neoplasms of lung,Belgium,2012-01-01,19.8
CANCBREC,Malignant neoplasms of female breast,Belgium,2000-01-01,82.2
CANCBREC,Malignant neoplasms of female breast,Belgium,2002-01-01,92.0
CANCBREC,Malignant neoplasms of female breast,Belgium,2008-01-01,109.4
CANCBREC,Malignant neoplasms of female breast,Belgium,2012-01-01,111.9
CANCCEIX,Malignant neoplasms of cervix,Belgium,2000-01-01,9.1
CANCCEIX,Malignant neoplasms of cervix,Belgium,2002-01-01,9.4
CANCCEIX,Malignant neoplasms of cervix,Belgium,2008-01-01,9.4
CANCCEIX,Malignant neoplasms of cervix,Belgium,2012-01-01,8.6
CANCTOCA,Malignant neoplasms,Canada,2002-01-01,272.4
CANCTOCA,Malignant neoplasms,Canada,2008-01-01,275.0
CANCTOCA,Malignant neoplasms,Canada,2012-01-01,277.4
CANCCOLC,Malignant neoplasms of colon,Canada,2002-01-01,30.6
CANCCOLC,Malignant neoplasms of colon,Canada,2008-01-01,31.8
CANCCOLC,Malignant neoplasms of colon,Canada,2012-01-01,28.5
CANCLUNC,Malignant neoplasms of lung,Canada,2002-01-01,31.6
CANCLUNC,Malignant neoplasms of lung,Canada,2008-01-01,32.4
CANCLUNC,Malignant neoplasms of lung,Canada,2012-01-01,34.4
CANCBREC,Malignant neoplasms of female breast,Canada,2002-01-01,84.3
CANCBREC,Malignant neoplasms of female breast,Canada,2008-01-01,83.2
CANCBREC,Malignant neoplasms of female breast,Canada,2012-01-01,79.8
CANCCEIX,Malignant neoplasms of cervix,Canada,2002-01-01,7.7
CANCCEIX,Malignant neoplasms of cervix,Canada,2008-01-01,6.6
CANCCEIX,Malignant neoplasms of cervix,Canada,2012-01-01,6.3
CANCTOCA,Malignant neoplasms,Czech Republic,2002-01-01,247.6
CANCTOCA,Malignant neoplasms,Czech Republic,2008-01-01,252.5
CANCTOCA,Malignant neoplasms,Czech Republic,2012-01-01,258.9
CANCCOLC,Malignant neoplasms of colon,Czech Republic,2002-01-01,32.0
CANCCOLC,Malignant neoplasms of colon,Czech Republic,2008-01-01,29.6
CANCCOLC,Malignant neoplasms of colon,Czech Republic,2012-01-01,27.1
CANCLUNC,Malignant neoplasms of lung,Czech Republic,2002-01-01,13.3
CANCLUNC,Malignant neoplasms of lung,Czech Republic,2008-01-01,15.8
CANCLUNC,Malignant neoplasms of lung,Czech Republic,2012-01-01,17.8
CANCBREC,Malignant neoplasms of female breast,Czech Republic,2002-01-01,58.4
CANCBREC,Malignant neoplasms of female breast,Czech Republic,2008-01-01,67.7
CANCBREC,Malignant neoplasms of female breast,Czech Republic,2012-01-01,70.3
CANCCEIX,Malignant neoplasms of cervix,Czech Republic,2002-01-01,16.2
CANCCEIX,Malignant neoplasms of cervix,Czech Republic,2008-01-01,13.8
CANCCEIX,Malignant neoplasms of cervix,Czech Republic,2012-01-01,14.1
CANCTOCA,Malignant neoplasms,Denmark,2000-01-01,296.9
CANCTOCA,Malignant neoplasms,Denmark,2002-01-01,285.5
CANCTOCA,Malignant neoplasms,Denmark,2008-01-01,312.9
CANCTOCA,Malignant neoplasms,Denmark,2012-01-01,328.8
CANCCOLC,Malignant neoplasms of colon,Denmark,2000-01-01,30.5
CANCCOLC,Malignant neoplasms of colon,Denmark,2002-01-01,33.0
CANCCOLC,Malignant neoplasms of colon,Denmark,2008-01-01,35.2
CANCCOLC,Malignant neoplasms of colon,Denmark,2012-01-01,35.7
CANCLUNC,Malignant neoplasms of lung,Denmark,2000-01-01,27.7
CANCLUNC,Malignant neoplasms of lung,Denmark,2002-01-01,29.8
CANCLUNC,Malignant neoplasms of lung,Denmark,2008-01-01,36.3
CANCLUNC,Malignant neoplasms of lung,Denmark,2012-01-01,37.6
CANCBREC,Malignant neoplasms of female breast,Denmark,2000-01-01,86.2
CANCBREC,Malignant neoplasms of female breast,Denmark,2002-01-01,88.7
CANCBREC,Malignant neoplasms of female breast,Denmark,2008-01-01,89.1
CANCBREC,Malignant neoplasms of female breast,Denmark,2012-01-01,105.0
CANCCEIX,Malignant neoplasms of cervix,Denmark,2000-01-01,15.3
CANCCEIX,Malignant neoplasms of cervix,Denmark,2002-01-01,12.6
CANCCEIX,Malignant neoplasms of cervix,Denmark,2008-01-01,11.0
CANCCEIX,Malignant neoplasms of cervix,Denmark,2012-01-01,10.6
CANCTOCA,Malignant neoplasms,Finland,2000-01-01,222.6
CANCTOCA,Malignant neoplasms,Finland,2002-01-01,227.9
CANCTOCA,Malignant neoplasms,Finland,2008-01-01,229.9
CANCTOCA,Malignant neoplasms,Finland,2012-01-01,234.2
CANCCOLC,Malignant neoplasms of colon,Finland,2000-01-01,21.2
CANCCOLC,Malignant neoplasms of colon,Finland,2002-01-01,21.1
CANCCOLC,Malignant neoplasms of colon,Finland,2008-01-01,19.8
CANCCOLC,Malignant neoplasms of colon,Finland,2012-01-01,19.7
CANCLUNC,Malignant neoplasms of lung,Finland,2000-01-01,8.9
CANCLUNC,Malignant neoplasms of lung,Finland,2002-01-01,10.1
CANCLUNC,Malignant neoplasms of lung,Finland,2008-01-01,10.8
CANCLUNC,Malignant neoplasms of lung,Finland,2012-01-01,12.2
CANCBREC,Malignant neoplasms of female breast,Finland,2000-01-01,78.4
CANCBREC,Malignant neoplasms of female breast,Finland,2002-01-01,84.7
CANCBREC,Malignant neoplasms of female breast,Finland,2008-01-01,86.6
CANCBREC,Malignant neoplasms of female breast,Finland,2012-01-01,89.4
CANCCEIX,Malignant neoplasms of cervix,Finland,2000-01-01,4.2
CANCCEIX,Malignant neoplasms of cervix,Finland,2002-01-01,4.3
CANCCEIX,Malignant neoplasms of cervix,Finland,2008-01-01,3.7
CANCCEIX,Malignant neoplasms of cervix,Finland,2012-01-01,4.3
CANCTOCA,Malignant neoplasms,France,2000-01-01,220.3
CANCTOCA,Malignant neoplasms,France,2002-01-01,237.2
CANCTOCA,Malignant neoplasms,France,2008-01-01,254.9
CANCTOCA,Malignant neoplasms,France,2012-01-01,261.9
CANCCOLC,Malignant neoplasms of colon,France,2000-01-01,26.8
CANCCOLC,Malignant neoplasms of colon,France,2002-01-01,25.9
CANCCOLC,Malignant neoplasms of colon,France,2008-01-01,24.1
CANCCOLC,Malignant neoplasms of colon,France,2012-01-01,24.9
CANCLUNC,Malignant neoplasms of lung,France,2000-01-01,7.4
CANCLUNC,Malignant neoplasms of lung,France,2002-01-01,8.8
CANCLUNC,Malignant neoplasms of lung,France,2008-01-01,14.7
CANCLUNC,Malignant neoplasms of lung,France,2012-01-01,20.2
CANCBREC,Malignant neoplasms of female breast,France,2000-01-01,83.2
CANCBREC,Malignant neoplasms of female breast,France,2002-01-01,91.9
CANCBREC,Malignant neoplasms of female breast,France,2008-01-01,99.7
CANCBREC,Malignant neoplasms of female breast,France,2012-01-01,89.7
CANCCEIX,Malignant neoplasms of cervix,France,2000-01-01,10.1
CANCCEIX,Malignant neoplasms of cervix,France,2002-01-01,9.8
CANCCEIX,Malignant neoplasms of cervix,France,2008-01-01,7.1
CANCCEIX,Malignant neoplasms of cervix,France,2012-01-01,6.8
CANCTOCA,Malignant neoplasms,Germany,2000-01-01,235.3
CANCTOCA,Malignant neoplasms,Germany,2002-01-01,248.9
CANCTOCA,Malignant neoplasms,Germany,2008-01-01,245.7
CANCTOCA,Malignant neoplasms,Germany,2012-01-01,252.5
CANCCOLC,Malignant neoplasms of colon,Germany,2000-01-01,32.0
CANCCOLC,Malignant neoplasms of colon,Germany,2002-01-01,33.1
CANCCOLC,Malignant neoplasms of colon,Germany,2008-01-01,27.3
CANCCOLC,Malignant neoplasms of colon,Germany,2012-01-01,23.3
CANCLUNC,Malignant neoplasms of lung,Germany,2000-01-01,11.4
CANCLUNC,Malignant neoplasms of lung,Germany,2002-01-01,12.7
CANCLUNC,Malignant neoplasms of lung,Germany,2008-01-01,16.4
CANCLUNC,Malignant neoplasms of lung,Germany,2012-01-01,17.9
CANCBREC,Malignant neoplasms of female breast,Germany,2000-01-01,73.7
CANCBREC,Malignant neoplasms of female breast,Germany,2002-01-01,79.8
CANCBREC,Malignant neoplasms of female breast,Germany,2008-01-01,81.8
CANCBREC,Malignant neoplasms of female breast,Germany,2012-01-01,91.6
CANCCEIX,Malignant neoplasms of cervix,Germany,2000-01-01,11.5
CANCCEIX,Malignant neoplasms of cervix,Germany,2002-01-01,10.8
CANCCEIX,Malignant neoplasms of cervix,Germany,2008-01-01,6.9
CANCCEIX,Malignant neoplasms of cervix,Germany,2012-01-01,8.2
CANCTOCA,Malignant neoplasms,Greece,2000-01-01,158.0
CANCTOCA,Malignant neoplasms,Greece,2002-01-01,171.1
CANCTOCA,Malignant neoplasms,Greece,2008-01-01,141.9
CANCTOCA,Malignant neoplasms,Greece,2012-01-01,138.0
CANCCOLC,Malignant neoplasms of colon,Greece,2000-01-01,13.6
CANCCOLC,Malignant neoplasms of colon,Greece,2002-01-01,15.6
CANCCOLC,Malignant neoplasms of colon,Greece,2008-01-01,11.5
CANCCOLC,Malignant neoplasms of colon,Greece,2012-01-01,11.2
CANCLUNC,Malignant neoplasms of lung,Greece,2000-01-01,8.3
CANCLUNC,Malignant neoplasms of lung,Greece,2002-01-01,8.7
CANCLUNC,Malignant neoplasms of lung,Greece,2008-01-01,8.5
CANCLUNC,Malignant neoplasms of lung,Greece,2012-01-01,9.0
CANCBREC,Malignant neoplasms of female breast,Greece,2000-01-01,47.6
CANCBREC,Malignant neoplasms of female breast,Greece,2002-01-01,51.6
CANCBREC,Malignant neoplasms of female breast,Greece,2008-01-01,44.9
CANCBREC,Malignant neoplasms of female breast,Greece,2012-01-01,43.9
CANCCEIX,Malignant neoplasms of cervix,Greece,2000-01-01,6.9
CANCCEIX,Malignant neoplasms of cervix,Greece,2002-01-01,7.7
CANCCEIX,Malignant neoplasms of cervix,Greece,2008-01-01,3.8
CANCCEIX,Malignant neoplasms of cervix,Greece,2012-01-01,5.2
CANCTOCA,Malignant neoplasms,Hungary,2002-01-01,250.7
CANCTOCA,Malignant neoplasms,Hungary,2008-01-01,238.5
CANCTOCA,Malignant neoplasms,Hungary,2012-01-01,236.5
CANCCOLC,Malignant neoplasms of colon,Hungary,2002-01-01,33.7
CANCCOLC,Malignant neoplasms of colon,Hungary,2008-01-01,30.3
CANCCOLC,Malignant neoplasms of colon,Hungary,2012-01-01,30.5
CANCLUNC,Malignant neoplasms of lung,Hungary,2002-01-01,24.9
CANCLUNC,Malignant neoplasms of lung,Hungary,2008-01-01,28.4
CANCLUNC,Malignant neoplasms of lung,Hungary,2012-01-01,33.2
CANCBREC,Malignant neoplasms of female breast,Hungary,2002-01-01,63.0
CANCBREC,Malignant neoplasms of female breast,Hungary,2008-01-01,57.9
CANCBREC,Malignant neoplasms of female breast,Hungary,2012-01-01,54.5
CANCCEIX,Malignant neoplasms of cervix,Hungary,2002-01-01,15.7
CANCCEIX,Malignant neoplasms of cervix,Hungary,2008-01-01,16.6
CANCCEIX,Malignant neoplasms of cervix,Hungary,2012-01-01,18.0
CANCTOCA,Malignant neoplasms,Iceland,2002-01-01,284.5
CANCTOCA,Malignant neoplasms,Iceland,2008-01-01,273.1
CANCTOCA,Malignant neoplasms,Iceland,2012-01-01,274.2
CANCCOLC,Malignant neoplasms of colon,Iceland,2002-01-01,27.0
CANCCOLC,Malignant neoplasms of colon,Iceland,2008-01-01,26.7
CANCCOLC,Malignant neoplasms of colon,Iceland,2012-01-01,28.2
CANCLUNC,Malignant neoplasms of lung,Iceland,2002-01-01,30.0
CANCLUNC,Malignant neoplasms of lung,Iceland,2008-01-01,27.8
CANCLUNC,Malignant neoplasms of lung,Iceland,2012-01-01,28.9
CANCBREC,Malignant neoplasms of female breast,Iceland,2002-01-01,90.0
CANCBREC,Malignant neoplasms of female breast,Iceland,2008-01-01,86.2
CANCBREC,Malignant neoplasms of female breast,Iceland,2012-01-01,96.3
CANCCEIX,Malignant neoplasms of cervix,Iceland,2002-01-01,8.3
CANCCEIX,Malignant neoplasms of cervix,Iceland,2008-01-01,6.3
CANCCEIX,Malignant neoplasms of cervix,Iceland,2012-01-01,7.9
CANCTOCA,Malignant neoplasms,Ireland,2000-01-01,237.1
CANCTOCA,Malignant neoplasms,Ireland,2002-01-01,234.9
CANCTOCA,Malignant neoplasms,Ireland,2008-01-01,285.1
CANCTOCA,Malignant neoplasms,Ireland,2012-01-01,278.9
CANCCOLC,Malignant neoplasms of colon,Ireland,2000-01-01,28.7
CANCCOLC,Malignant neoplasms of colon,Ireland,2002-01-01,27.0
CANCCOLC,Malignant neoplasms of colon,Ireland,2008-01-01,28.8
CANCCOLC,Malignant neoplasms of colon,Ireland,2012-01-01,27.7
CANCLUNC,Malignant neoplasms of lung,Ireland,2000-01-01,18.7
CANCLUNC,Malignant neoplasms of lung,Ireland,2002-01-01,19.7
CANCLUNC,Malignant neoplasms of lung,Ireland,2008-01-01,24.4
CANCLUNC,Malignant neoplasms of lung,Ireland,2012-01-01,27.4
CANCBREC,Malignant neoplasms of female breast,Ireland,2000-01-01,71.6
CANCBREC,Malignant neoplasms of female breast,Ireland,2002-01-01,74.9
CANCBREC,Malignant neoplasms of female breast,Ireland,2008-01-01,93.9
CANCBREC,Malignant neoplasms of female breast,Ireland,2012-01-01,92.3
CANCCEIX,Malignant neoplasms of cervix,Ireland,2000-01-01,7.9
CANCCEIX,Malignant neoplasms of cervix,Ireland,2002-01-01,7.2
CANCCEIX,Malignant neoplasms of cervix,Ireland,2008-01-01,10.9
CANCCEIX,Malignant neoplasms of cervix,Ireland,2012-01-01,13.6
CANCTOCA,Malignant neoplasms,Italy,2000-01-01,217.8
CANCTOCA,Malignant neoplasms,Italy,2002-01-01,231.7
CANCTOCA,Malignant neoplasms,Italy,2008-01-01,251.6
CANCTOCA,Malignant neoplasms,Italy,2012-01-01,255.2
CANCCOLC,Malignant neoplasms of colon,Italy,2000-01-01,24.0
CANCCOLC,Malignant neoplasms of colon,Italy,2002-01-01,26.6
CANCCOLC,Malignant neoplasms of colon,Italy,2008-01-01,29.9
CANCCOLC,Malignant neoplasms of colon,Italy,2012-01-01,27.5
CANCLUNC,Malignant neoplasms of lung,Italy,2000-01-01,9.0
CANCLUNC,Malignant neoplasms of lung,Italy,2002-01-01,10.7
CANCLUNC,Malignant neoplasms of lung,Italy,2008-01-01,11.4
CANCLUNC,Malignant neoplasms of lung,Italy,2012-01-01,13.2
CANCBREC,Malignant neoplasms of female breast,Italy,2000-01-01,64.9
CANCBREC,Malignant neoplasms of female breast,Italy,2002-01-01,74.4
CANCBREC,Malignant neoplasms of female breast,Italy,2008-01-01,86.3
CANCBREC,Malignant neoplasms of female breast,Italy,2012-01-01,91.3
CANCCEIX,Malignant neoplasms of cervix,Italy,2000-01-01,9.1
CANCCEIX,Malignant neoplasms of cervix,Italy,2002-01-01,8.1
CANCCEIX,Malignant neoplasms of cervix,Italy,2008-01-01,6.7
CANCCEIX,Malignant neoplasms of cervix,Italy,2012-01-01,6.7
CANCTOCA,Malignant neoplasms,Japan,2002-01-01,167.4
CANCTOCA,Malignant neoplasms,Japan,2008-01-01,167.6
CANCTOCA,Malignant neoplasms,Japan,2012-01-01,185.7
CANCCOLC,Malignant neoplasms of colon,Japan,2002-01-01,26.5
CANCCOLC,Malignant neoplasms of colon,Japan,2008-01-01,22.8
CANCCOLC,Malignant neoplasms of colon,Japan,2012-01-01,23.5
CANCLUNC,Malignant neoplasms of lung,Japan,2002-01-01,12.3
CANCLUNC,Malignant neoplasms of lung,Japan,2008-01-01,13.3
CANCLUNC,Malignant neoplasms of lung,Japan,2012-01-01,12.9
CANCBREC,Malignant neoplasms of female breast,Japan,2002-01-01,32.7
CANCBREC,Malignant neoplasms of female breast,Japan,2008-01-01,42.7
CANCBREC,Malignant neoplasms of female breast,Japan,2012-01-01,51.5
CANCCEIX,Malignant neoplasms of cervix,Japan,2002-01-01,8.0
CANCCEIX,Malignant neoplasms of cervix,Japan,2008-01-01,9.8
CANCCEIX,Malignant neoplasms of cervix,Japan,2012-01-01,10.9
CANCTOCA,Malignant neoplasms,Korea,2002-01-01,155.3
CANCTOCA,Malignant neoplasms,Korea,2008-01-01,234.4
CANCTOCA,Malignant neoplasms,Korea,2012-01-01,293.6
CANCCOLC,Malignant neoplasms of colon,Korea,2002-01-01,15.8
CANCCOLC,Malignant neoplasms of colon,Korea,2008-01-01,25.6
CANCCOLC,Malignant neoplasms of colon,Korea,2012-01-01,33.3
CANCLUNC,Malignant neoplasms of lung,Korea,2002-01-01,12.8
CANCLUNC,Malignant neoplasms of lung,Korea,2008-01-01,13.8
CANCLUNC,Malignant neoplasms of lung,Korea,2012-01-01,16.2
CANCBREC,Malignant neoplasms of female breast,Korea,2002-01-01,20.4
CANCBREC,Malignant neoplasms of female breast,Korea,2008-01-01,38.9
CANCBREC,Malignant neoplasms of female breast,Korea,2012-01-01,52.1
CANCCEIX,Malignant neoplasms of cervix,Korea,2002-01-01,17.9
CANCCEIX,Malignant neoplasms of cervix,Korea,2008-01-01,10.8
CANCCEIX,Malignant neoplasms of cervix,Korea,2012-01-01,9.5
CANCTOCA,Malignant neoplasms,Luxembourg,2000-01-01,233.2
CANCTOCA,Malignant neoplasms,Luxembourg,2002-01-01,254.2
CANCTOCA,Malignant neoplasms,Luxembourg,2008-01-01,254.4
CANCTOCA,Malignant neoplasms,Luxembourg,2012-01-01,259.6
CANCCOLC,Malignant neoplasms of colon,Luxembourg,2000-01-01,30.9
CANCCOLC,Malignant neoplasms of colon,Luxembourg,2002-01-01,30.8
CANCCOLC,Malignant neoplasms of colon,Luxembourg,2008-01-01,25.9
CANCCOLC,Malignant neoplasms of colon,Luxembourg,2012-01-01,21.6
CANCLUNC,Malignant neoplasms of lung,Luxembourg,2000-01-01,12.2
CANCLUNC,Malignant neoplasms of lung,Luxembourg,2002-01-01,13.6
CANCLUNC,Malignant neoplasms of lung,Luxembourg,2008-01-01,18.2
CANCLUNC,Malignant neoplasms of lung,Luxembourg,2012-01-01,18.5
CANCBREC,Malignant neoplasms of female breast,Luxembourg,2000-01-01,69.3
CANCBREC,Malignant neoplasms of female breast,Luxembourg,2002-01-01,82.5
CANCBREC,Malignant neoplasms of female breast,Luxembourg,2008-01-01,82.3
CANCBREC,Malignant neoplasms of female breast,Luxembourg,2012-01-01,89.1
CANCCEIX,Malignant neoplasms of cervix,Luxembourg,2000-01-01,3.6
CANCCEIX,Malignant neoplasms of cervix,Luxembourg,2002-01-01,8.7
CANCCEIX,Malignant neoplasms of cervix,Luxembourg,2008-01-01,6.3
CANCCEIX,Malignant neoplasms of cervix,Luxembourg,2012-01-01,4.9
CANCTOCA,Malignant neoplasms,Mexico,2002-01-01,150.0
CANCTOCA,Malignant neoplasms,Mexico,2008-01-01,126.2
CANCTOCA,Malignant neoplasms,Mexico,2012-01-01,139.9
CANCCOLC,Malignant neoplasms of colon,Mexico,2002-01-01,7.0
CANCCOLC,Malignant neoplasms of colon,Mexico,2008-01-01,6.1
CANCCOLC,Malignant neoplasms of colon,Mexico,2012-01-01,6.7
CANCLUNC,Malignant neoplasms of lung,Mexico,2002-01-01,6.7
CANCLUNC,Malignant neoplasms of lung,Mexico,2008-01-01,5.4
CANCLUNC,Malignant neoplasms of lung,Mexico,2012-01-01,4.9
CANCBREC,Malignant neoplasms of female breast,Mexico,2002-01-01,26.4
CANCBREC,Malignant neoplasms of female breast,Mexico,2008-01-01,27.2
CANCBREC,Malignant neoplasms of female breast,Mexico,2012-01-01,35.4
CANCCEIX,Malignant neoplasms of cervix,Mexico,2002-01-01,29.5
CANCCEIX,Malignant neoplasms of cervix,Mexico,2008-01-01,19.2
CANCCEIX,Malignant neoplasms of cervix,Mexico,2012-01-01,23.3
CANCTOCA,Malignant neoplasms,Netherlands,2000-01-01,253.4
CANCTOCA,Malignant neoplasms,Netherlands,2002-01-01,251.4
CANCTOCA,Malignant neoplasms,Netherlands,2008-01-01,271.3
CANCTOCA,Malignant neoplasms,Netherlands,2012-01-01,289.6
CANCCOLC,Malignant neoplasms of colon,Netherlands,2000-01-01,30.4
CANCCOLC,Malignant neoplasms of colon,Netherlands,2002-01-01,30.8
CANCCOLC,Malignant neoplasms of colon,Netherlands,2008-01-01,31.0
CANCCOLC,Malignant neoplasms of colon,Netherlands,2012-01-01,33.9
CANCLUNC,Malignant neoplasms of lung,Netherlands,2000-01-01,17.5
CANCLUNC,Malignant neoplasms of lung,Netherlands,2002-01-01,17.9
CANCLUNC,Malignant neoplasms of lung,Netherlands,2008-01-01,26.1
CANCLUNC,Malignant neoplasms of lung,Netherlands,2012-01-01,31.6
CANCBREC,Malignant neoplasms of female breast,Netherlands,2000-01-01,91.6
CANCBREC,Malignant neoplasms of female breast,Netherlands,2002-01-01,86.7
CANCBREC,Malignant neoplasms of female breast,Netherlands,2008-01-01,96.8
CANCBREC,Malignant neoplasms of female breast,Netherlands,2012-01-01,99.0
CANCCEIX,Malignant neoplasms of cervix,Netherlands,2000-01-01,7.3
CANCCEIX,Malignant neoplasms of cervix,Netherlands,2002-01-01,7.3
CANCCEIX,Malignant neoplasms of cervix,Netherlands,2008-01-01,5.4
CANCCEIX,Malignant neoplasms of cervix,Netherlands,2012-01-01,6.8
CANCTOCA,Malignant neoplasms,New Zealand,2002-01-01,298.8
CANCTOCA,Malignant neoplasms,New Zealand,2008-01-01,287.1
CANCTOCA,Malignant neoplasms,New Zealand,2012-01-01,274.3
CANCCOLC,Malignant neoplasms of colon,New Zealand,2002-01-01,42.2
CANCCOLC,Malignant neoplasms of colon,New Zealand,2008-01-01,37.5
CANCCOLC,Malignant neoplasms of colon,New Zealand,2012-01-01,33.5
CANCLUNC,Malignant neoplasms of lung,New Zealand,2002-01-01,20.5
CANCLUNC,Malignant neoplasms of lung,New Zealand,2008-01-01,23.4
CANCLUNC,Malignant neoplasms of lung,New Zealand,2012-01-01,23.2
CANCBREC,Malignant neoplasms of female breast,New Zealand,2002-01-01,91.9
CANCBREC,Malignant neoplasms of female breast,New Zealand,2008-01-01,89.4
CANCBREC,Malignant neoplasms of female breast,New Zealand,2012-01-01,85.0
CANCCEIX,Malignant neoplasms of cervix,New Zealand,2002-01-01,10.0
CANCCEIX,Malignant neoplasms of cervix,New Zealand,2008-01-01,5.5
CANCCEIX,Malignant neoplasms of cervix,New Zealand,2012-01-01,5.3
CANCTOCA,Malignant neoplasms,Norway,2002-01-01,260.5
CANCTOCA,Malignant neoplasms,Norway,2008-01-01,265.7
CANCTOCA,Malignant neoplasms,Norway,2012-01-01,277.1
CANCCOLC,Malignant neoplasms of colon,Norway,2002-01-01,37.1
CANCCOLC,Malignant neoplasms of colon,Norway,2008-01-01,35.2
CANCCOLC,Malignant neoplasms of colon,Norway,2012-01-01,35.8
CANCLUNC,Malignant neoplasms of lung,Norway,2002-01-01,18.7
CANCLUNC,Malignant neoplasms of lung,Norway,2008-01-01,24.7
CANCLUNC,Malignant neoplasms of lung,Norway,2012-01-01,26.1
CANCBREC,Malignant neoplasms of female breast,Norway,2002-01-01,74.8
CANCBREC,Malignant neoplasms of female breast,Norway,2008-01-01,76.2
CANCBREC,Malignant neoplasms of female breast,Norway,2012-01-01,73.1
CANCCEIX,Malignant neoplasms of cervix,Norway,2002-01-01,10.4
CANCCEIX,Malignant neoplasms of cervix,Norway,2008-01-01,9.3
CANCCEIX,Malignant neoplasms of cervix,Norway,2012-01-01,9.8
CANCTOCA,Malignant neoplasms,Poland,2002-01-01,210.3
CANCTOCA,Malignant neoplasms,Poland,2008-01-01,186.0
CANCTOCA,Malignant neoplasms,Poland,2012-01-01,205.6
CANCCOLC,Malignant neoplasms of colon,Poland,2002-01-01,23.5
CANCCOLC,Malignant neoplasms of colon,Poland,2008-01-01,17.6
CANCCOLC,Malignant neoplasms of colon,Poland,2012-01-01,19.5
